5c00a8f685db9ec46dbc13d9,5c00a8f685db9ec46dbc13d7,2018-10-31T01:54:32-04:00,2018-10-31T01:55:14-04:00,2018-10-31T02:47:31-04:00,false,0,945058189
5c00a8f685db9ec46dbc13da,5c00a8f685db9ec46dbc13d7,2018-10-31T03:43:46-04:00,2018-10-31T03:44:41-04:00,2018-10-31T03:59:50-04:00,false,0,527708529
kajdakjda
5c00a8f685db9ec46dbc13db,5c00a8f685db9ec46dbc13d5,2018-131T13:23:01-04:00,2018-10-31T13:23:25-04:00,2018-10-31T13:59:39-04:00,false,0,39139617
5c00a8f685db9ec46dbc13dc,5c00a8f685db9ec46dbc13d0,2018-11-01T08:54:39-04:00,2018-11-01T08:54:40-04:00,2018-11-01T09:39:00-04:00,false,0,94148968
5c00a8f685db9ec46dbc13dd,5c00a8f685db9ec46dbc13d4,2018-11-01T09:34:37-04:00,2018-11-01T09:35:00-04:00,2018-11-01T10:24:50-04:00,false,0,634736167
5c00a8f685db9ec46dbc13de,5c00a8f685db9ec46dbc13d8,2018-11-01T12:14:21-04:00,2018-11-01T12:14:55-04:00,2018-11-01T13:09:33-04:00,false,0,1039269231
5c00a8f685db9ec46dbc13df,5c00a8f685db9ec46dbc13d6,2018-11-01T14:46:16-04:00,2018-11-01T14:46:32-04:00,2018-11-01T15:44:49-04:00,false,0,494582993
5c00a8f685db9ec46dbc13e0,5c00a8f685db9ec46dbc13d2,2018-11-01T15:56:13-04:00,2018-11-01T15:56:24-04:00,2018-11-01T16:20:20-04:00,false,0,474997550
5c00a8f685db9ec46dbc13e1,5c00a8f685db9ec46dbc13d1,2018-11-01T16:42:52-04:00,2018-11-01T16:43:10-04:00,2018-11-01T17:12:33-04:00,false,0,19592011
5c00a8f685db9ec46dbc13e2,5c00a8f685db9ec46dbc13d7,2018-11-01T20:48:01-04:00,2018-11-01T20:48:29-04:00,2018-11-01T21:03:55-04:00,false,0,502101629
5c00a8f685db9ec46dbc13e3,5c00a8f685db9ec46dbc13d0,2018-11-01T21:25:40-04:00,2018-11-01T21:26:12-04:00,2018-11-01T21:30:24-04:00,false,0,357557387
5c00a8f685db9ec46dbc13e4,5c00a8f685db9ec46dbc13d3,2018-11-02T03:40:25-04:00,2018-11-02T03:40:36-04:00,2018-11-02T04:06:03-04:00,false,0,1004170976
5c00a8f685db9ec46dbc13e5, asadsadsad, 5c00a8f685db9ec46dbc13d5,2018-11-02T13:05:08-04:00,2018-11-02T13:05:41-04:00,2018-11-02T13:56:17-04:00,false,3,577622169
